Settings,,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ran14x18_1,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3363.5,5070.97,5493.91,4154.31,3752.23,3247.06,3557.74,3723.3,3368.57,3362.2,3709.85,3362.86,5174.7,8017.08
ran16x16,0,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1057.69,2150.8,3774.04,1567.89,1248.24,1361.64,1124.62,1799.19,1065.09,1072.7,1371.33,630.17,1961.35,5309.18
ran16x16,1,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,961.15,1701.13,3840.17,1483.91,1534.32,1057.04,1057.46,1597.16,956.51,868.3,1310.54,830.6,1566.74,5645.53
ran16x16,2,ok,ok,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,timelimit,903.55,1192.31,3790.55,2024.93,1636.94,1337.97,1055.59,2522.65,882.18,882.32,1687.34,723.92,1132.91,5687.23
ran16x16,3,ok,ok,timelimit,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1031.48,1169.49,3888.15,2262.27,1134.67,1319.83,1115.19,1717.91,997.87,1042.66,1385.5,677.87,1218.41,5515.38
ran16x16,4,ok,timelimit,timelimit,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,timelimit,769.58,2605.69,3698.43,2096.35,1745.82,1167.17,1049.63,1520.25,737.13,742.36,1478.12,805.18,2581.82,5970.11
rd-rplusc-21,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59974.28,59970.53,59996.75,60010.0,59977.29,60000.0,59971.87,59971.63,59993.2,60000.61,60000.0,59974.94,60004.0,59969.01
rd-rplusc-21,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60001.0,59987.08,60000.0,60002.0,59971.37,60001.0,59968.43,59974.19,59981.54,60001.0,59992.7,59979.44,59978.82,59974.04
rd-rplusc-21,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59984.11,59969.39,59971.76,60000.0,59973.75,59994.3,60000.0,60001.0,59971.22,60004.0,59972.66,59978.59,59976.3,59992.76
rd-rplusc-21,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59984.88,59980.96,59983.12,60000.0,60000.0,59971.92,59974.26,60000.0,59976.89,59977.53,60000.0,60000.0,60001.0,60000.0
rd-rplusc-21,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,59980.28,59976.69,60000.0,60004.0,60001.0,60000.0,60001.0,60000.0,59977.76,60001.0,60000.0,59986.94,60000.0
reblock166,0,better,better,better,better,better,better,better,better,better,better,better,better,better,better,7565.19,10027.65,10202.21,8257.99,56489.65,11836.05,12534.56,8484.18,40495.61,6632.48,6471.65,12890.72,7270.23,9218.46
reblock166,1,better,better,better,better,better,better,better,better,better,better,better,better,better,better,7361.96,5209.3,12393.7,2430.76,57877.61,10297.54,6489.79,9998.42,45339.67,4889.39,8352.78,15082.3,7580.76,9738.64
reblock166,2,better,better,better,better,better,better,better,better,better,better,better,better,better,better,12517.27,6177.86,12118.64,4791.67,45083.56,12657.2,7066.74,7411.07,39135.31,4466.56,5498.82,16289.69,11758.26,7742.11
reblock166,3,better,better,better,better,better,better,better,better,better,better,better,better,better,better,10442.23,8489.99,11527.45,3919.91,57854.0,10264.22,9698.86,17627.33,52682.78,5805.16,7679.11,15962.67,10746.6,8746.44
reblock166,4,better,better,better,better,better,better,better,better,better,better,better,better,better,better,10732.0,7108.77,6608.03,5339.14,57883.02,11994.88,10484.29,8693.37,52449.88,4950.13,6628.45,11157.63,10694.36,5809.07
reblock354,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3935.84,3678.47,3883.71,2314.47,14683.8,3810.27,3900.04,38452.32,7961.69,2960.4,3072.24,4283.64,3892.95,4150.49
reblock354,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,2578.14,3648.96,4119.63,4445.74,7062.02,4281.13,4585.17,29712.32,6015.1,2302.71,3546.81,2982.73,2696.02,3156.27
reblock354,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3762.61,4375.11,3042.55,2453.09,14813.92,3358.59,4859.65,60000.0,8860.5,3276.3,6807.33,4145.36,3884.24,3334.46
reblock354,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3435.7,3042.94,3363.22,1881.66,14762.83,3197.21,4101.09,14620.39,6708.69,3560.14,3577.4,4009.49,3344.48,3329.52
reblock354,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4719.92,3641.12,3622.51,2349.77,15137.18,3977.58,4452.08,16106.38,7181.73,2974.76,2923.97,4284.27,4623.4,5359.29
reblock420,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,23098.34,27933.08,36409.72,35684.16,60613.97,35819.06,26252.29,31140.23,0.0,30143.76,37159.45,30850.61,24690.69,22693.96
reblock420,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,23290.53,35338.37,32551.85,29186.42,59715.12,29728.35,40033.55,29775.71,0.0,30710.7,52153.65,39136.75,24766.7,21631.88
reblock420,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,26466.99,35042.12,33775.23,32011.97,59714.2,32667.06,26790.45,27280.01,0.0,31571.81,32046.75,30956.4,26126.91,23164.2
reblock420,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,25736.98,46769.71,32564.25,34917.8,59722.01,27994.53,21616.83,28401.72,0.0,52750.0,29622.2,35693.42,25494.89,24604.3
reblock420,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,23406.65,38486.47,28512.3,27090.49,59721.73,31098.55,26263.12,29000.09,0.0,39066.51,42795.05,30215.63,23146.77,20693.8
reblock67,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,957.63,992.5,889.06,359.02,3838.51,938.81,1068.24,1933.58,897.79,532.23,1022.52,1337.19,1266.48,780.59
reblock67,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,711.48,549.66,1117.89,256.93,3502.4,632.72,764.99,1532.25,793.1,536.42,1107.47,1113.36,855.38,721.28
reblock67,2,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,804.69,694.52,936.62,836.29,3585.52,874.2,866.12,1474.67,832.68,489.26,1063.47,1176.71,1075.98,667.25
reblock67,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,908.67,617.79,835.93,523.13,3578.74,732.71,980.93,1814.25,929.28,561.92,603.64,1439.56,942.93,679.15
reblock67,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,757.66,1018.46,825.07,556.18,3005.73,762.32,700.17,2172.57,884.38,924.26,904.77,985.23,745.08,673.37
reblock90,0,solved_not_verified,better,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,better,better,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,1466.89,1788.06,1361.23,527.72,4548.17,1353.61,1448.71,1815.19,2715.7,1591.12,2221.35,2896.21,1401.52,1458.82
reblock90,1,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,better,better,solved_not_verified,solved_not_verified,better,solved_not_verified,solved_not_verified,better,1038.36,2127.69,1239.86,562.2,4380.17,1248.42,1443.26,2043.35,2324.89,1456.72,2610.21,2336.1,990.38,1534.63
reblock90,2,solved_not_verified,better,solved_not_verified,better,solved_not_verified,solved_not_verified,better,solved_not_verified,solved_not_verified,better,better,solved_not_verified,solved_not_verified,better,1275.89,1702.97,1354.1,794.38,4705.28,1722.24,1621.26,1899.94,2234.48,1386.85,1536.46,1792.03,1214.46,1719.8
reblock90,3,better,solved_not_verified,solved_not_verified,better,solved_not_verified,solved_not_verified,better,solved_not_verified,better,better,better,solved_not_verified,better,solved_not_verified,1526.87,1956.51,1247.39,1111.41,7153.93,1252.48,2060.36,1757.07,2550.5,1760.48,2172.84,1758.2,1429.15,1052.88
reblock90,4,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,better,solved_not_verified,better,better,solved_not_verified,solved_not_verified,1553.33,2207.28,1403.65,605.69,4185.59,1559.81,2053.56,2257.79,2629.37,1486.32,2308.26,2050.39,1505.32,1375.57
rentacar,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,87.92,318.42,102.38,121.24,91.21,103.01,280.02,286.09,83.18,161.02,158.34,94.3,86.46,88.91
rentacar,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,96.61,315.99,107.73,116.46,103.8,111.55,319.01,278.09,108.7,80.18,499.87,108.82,94.38,91.48
rentacar,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,78.89,310.1,95.56,125.11,84.16,94.0,270.02,276.09,72.7,95.01,155.96,84.76,80.59,78.84
rentacar,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,96.18,288.17,106.46,141.64,104.66,113.7,287.04,289.09,108.37,111.11,142.95,107.05,93.34,89.5
rentacar,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,96.65,259.47,106.61,115.1,106.08,109.55,303.01,276.09,103.69,109.07,140.65,101.01,88.38,90.38
rgn,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,7.92,6.46,91.29,5.79,16.19,9.3,7.98,11.0,8.91,6.31,13.82,17.16,3.96,17.0
rgn,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,8.11,5.87,80.69,6.58,15.69,9.12,7.98,11.0,8.93,7.15,13.12,16.43,4.4,15.45
rgn,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,8.91,5.05,84.66,6.42,15.31,9.09,8.89,11.0,8.92,7.17,14.08,15.25,3.16,16.68
rgn,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,8.89,6.79,80.08,5.67,15.63,9.29,8.13,10.0,8.92,6.33,13.24,13.91,6.78,16.7
rgn,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,8.2,5.92,76.0,5.87,16.34,8.34,8.94,11.0,7.23,7.16,13.95,15.71,4.28,17.24
rlp1,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4002.51,4000.57,4004.12,4002.11,4003.59,4002.42,4003.46,4014.0,4002.53,4000.94,4545.02,4003.59,4002.8,4004.24
rlp1,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4003.51,4000.39,4003.64,4001.48,4008.14,4004.9,4002.96,4006.53,4001.79,4000.94,5104.64,4007.11,4001.35,4003.69
rlp1,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4004.64,4001.5,4004.52,4000.9,4006.77,4004.73,4004.69,4015.2,4003.83,4001.95,4954.7,4005.92,4002.33,4003.6
rlp1,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4002.43,4001.4,4003.82,4000.41,4004.89,4003.97,4003.3,4014.93,4003.36,4000.99,5008.17,4005.96,4002.44,4003.71
rlp1,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4004.0,4001.13,4004.39,4001.14,4005.56,4005.15,4003.95,4016.8,4003.46,4000.9,4904.1,4006.49,4002.45,4003.37
rmatr100-p10,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2448.3,3012.3,3698.81,4190.49,7298.51,3019.99,3132.39,5090.01,2500.67,2432.38,2493.04,2705.78,2480.14,2629.94
rmatr100-p10,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2414.13,3293.97,3500.79,2248.33,6511.64,2796.49,3201.12,5158.94,2408.94,2366.63,1959.81,2647.37,2409.7,2404.59
rmatr100-p10,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1808.97,3002.99,3008.71,3102.11,5351.88,2361.51,3095.69,5173.8,1785.59,1775.23,2389.27,2038.31,1784.25,1982.97
rmatr100-p10,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2799.39,3269.39,3603.26,2021.56,6884.35,3030.67,3341.9,5244.25,2868.8,2792.3,2607.31,3140.06,2785.55,2769.2
rmatr100-p10,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2073.26,3328.22,3174.1,3747.38,6028.88,2638.69,3287.96,5098.8,2105.9,2071.34,2176.34,2278.3,2080.26,2159.28
rmatr100-p5,0,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,4957.18,9538.36,8270.17,2907.03,16280.87,5597.07,9653.71,29440.54,5087.35,4979.61,5928.55,5515.91,4967.88,4978.85
rmatr100-p5,1,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,4258.83,7122.73,7792.4,5587.59,14963.62,5348.07,7334.36,29761.43,4436.17,4335.68,5815.23,4788.61,4326.7,4298.48
rmatr100-p5,2,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,4525.37,7765.35,8832.78,4161.92,14609.4,6424.37,7835.52,29584.63,4525.09,4499.3,6113.8,4991.96,4554.3,4558.28
rmatr100-p5,3,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,4778.26,9417.87,7910.81,7488.59,15375.66,5703.26,9115.93,25895.31,4699.01,4895.78,5556.79,5018.97,4746.84,4381.38
rmatr100-p5,4,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,4697.01,8767.01,8375.78,4196.11,14811.77,5855.19,8490.16,26191.89,4680.93,4568.87,5812.68,5095.22,4669.54,4858.44
rmatr200-p10,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,27935.9,27369.59,22114.88,26875.25,29479.49,22100.85,27439.45,60000.0,27978.69,27864.14,21548.62,29341.43,27941.3,27885.32
rmatr200-p10,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,27909.35,27363.63,27815.06,27283.27,29509.21,27803.91,27490.34,60000.0,27912.48,27875.25,32545.33,29378.05,27955.35,27888.14
rmatr200-p10,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,27905.71,27269.01,27764.85,26795.23,29462.61,27785.77,27470.84,60000.0,28031.35,27856.08,22088.24,29493.62,27904.19,27903.15
rmatr200-p10,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,27886.37,27428.41,20218.57,27085.02,29287.94,20180.74,27409.67,60001.0,27922.64,27855.16,20213.4,29504.33,27914.41,27872.86
rmatr200-p10,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,27946.13,27413.82,27784.33,26832.72,29069.14,27767.07,27403.82,60002.0,27949.64,27902.16,21644.86,29533.33,27965.09,27844.69
rmatr200-p20,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,15268.93,24983.67,15266.93,26077.68,21013.99,15320.72,24967.34,60001.0,15246.07,15161.47,16513.44,19346.99,15215.0,15197.71
rmatr200-p20,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,15027.74,25310.82,17030.72,26319.29,21100.26,17061.52,25322.71,60001.0,15110.05,14980.56,17001.07,18908.15,15046.69,18320.82
rmatr200-p20,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18604.92,26451.2,17880.45,25738.91,22217.25,17892.89,26432.79,60000.0,18651.22,18544.79,18432.92,22648.07,18542.48,18673.77
rmatr200-p20,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,14549.07,26684.18,22723.57,25679.68,24115.07,22710.4,26685.24,60000.0,14429.66,14503.21,19791.24,18794.79,14517.87,15698.63
rmatr200-p20,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,17482.55,26409.95,22797.74,26466.44,23160.32,22809.45,26336.6,60001.0,17314.21,17457.47,22941.51,21382.07,17397.61,17381.92
rmatr200-p5,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,26006.76,25381.41,25474.41,25144.59,25982.45,25480.23,25362.84,60000.0,25971.75,25969.14,25635.61,26155.26,26003.58,25992.85
rmatr200-p5,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,26018.72,25575.72,25521.31,25140.07,25987.44,25559.4,25583.29,60000.0,25948.53,25934.14,25560.15,26195.45,26029.35,26050.95
rmatr200-p5,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,26062.67,25467.78,25494.77,25284.58,26017.98,25527.46,25551.61,60072.0,26002.41,26010.09,25617.66,26237.6,26056.04,26005.66
rmatr200-p5,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,25945.26,25438.99,25537.28,25273.01,25863.27,25563.59,25231.82,60002.0,25914.24,25930.48,25655.98,25885.0,25899.02,25904.54
rmatr200-p5,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,26045.88,25381.48,25502.44,25442.63,25957.18,25540.7,25669.99,60000.0,26123.02,25959.06,25549.89,26191.36,26074.82,25956.95
rmine10,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,33500.17,47083.47,19847.61,47119.99,47671.92,20838.72,40792.79,60001.0,0.0,28454.86,21272.01,43222.78,32414.52,7300.4
rmine10,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18041.38,47094.54,20431.94,47120.2,47652.38,22206.41,32420.58,55572.99,0.0,15082.65,10306.58,31536.68,19039.31,13782.75
rmine10,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18915.45,35305.65,26092.89,47119.0,47594.85,27331.61,47590.68,60000.0,0.0,15413.51,25768.02,30231.4,18177.8,8044.32
rmine10,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,33136.64,32317.21,22572.21,47123.22,47405.77,22575.25,30401.58,60000.0,0.0,26739.5,13181.59,40425.54,34088.99,7738.3
rmine10,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,16499.41,47109.8,32910.08,31223.07,47579.08,33303.98,43841.49,60000.0,0.0,13889.3,14564.42,44092.97,16948.38,21677.99
rmine14,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,55516.9,54635.51,55475.19,54636.42,55694.11,55407.68,55483.02,60001.0,0.0,54635.8,54615.16,55627.12,55496.99,55498.42
rmine14,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,55541.36,54636.33,55453.69,54634.97,55611.21,55542.33,55555.04,60003.0,0.0,54631.36,54615.34,55611.31,55556.58,55525.69
rmine14,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,55542.16,54659.74,55484.55,54636.24,55613.73,55545.22,55553.52,60001.0,0.0,54634.72,54615.71,55613.29,55559.09,55475.02
rmine14,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,55530.56,54635.98,55542.79,54634.88,55629.94,55469.97,55634.35,60002.0,0.0,54635.34,54614.52,55607.88,55500.93,55499.42
rmine14,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,55529.92,54634.7,55540.89,54635.07,55625.71,55447.56,55631.11,60001.0,0.0,54634.7,54615.8,55649.47,55520.29,55457.73
rmine21,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59775.78,55998.1,59909.0,55971.0,59857.87,59889.5,59802.39,60003.0,0.0,56011.66,55903.34,0.0,59810.7,59732.02
rmine21,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59865.34,55977.15,59891.37,55976.69,59701.76,59892.12,0.0,60005.0,0.0,55995.02,55905.4,0.0,59806.78,59719.98
rmine21,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59748.58,55972.72,59794.11,55970.66,59738.77,59777.15,0.0,60004.0,0.0,56026.52,55900.14,0.0,59844.92,59995.27
rmine21,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59779.07,55986.48,59676.4,55979.61,59831.77,59668.52,0.0,60005.0,0.0,55969.05,55912.76,0.0,59764.64,59972.93
rmine21,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,59784.67,55997.97,59808.15,55972.95,59795.06,59729.19,59603.48,60004.0,0.0,55970.1,55901.05,0.0,59790.03,59827.59
rmine25,0,timelimit,better,timelimit,better,timelimit,timelimit,timelimit,timelimit,timelimit,better,better,timelimit,timelimit,timelimit,0.0,56927.44,0.0,56854.05,0.0,0.0,0.0,0.0,0.0,56874.8,56729.47,0.0,0.0,0.0
rmine25,1,timelimit,better,timelimit,better,timelimit,timelimit,timelimit,timelimit,timelimit,better,better,timelimit,timelimit,timelimit,0.0,56831.07,0.0,56852.24,0.0,0.0,0.0,0.0,0.0,56868.74,56722.29,0.0,0.0,0.0
rmine25,2,timelimit,better,timelimit,better,timelimit,timelimit,timelimit,timelimit,timelimit,better,better,timelimit,timelimit,timelimit,0.0,56844.66,0.0,56832.69,0.0,0.0,0.0,0.0,0.0,56874.02,56721.83,0.0,0.0,0.0
rmine25,3,timelimit,better,timelimit,better,timelimit,timelimit,timelimit,timelimit,timelimit,better,better,timelimit,timelimit,timelimit,0.0,56843.12,0.0,56840.16,0.0,0.0,0.0,0.0,0.0,56829.3,56751.15,0.0,0.0,0.0
rmine25,4,timelimit,better,timelimit,better,timelimit,timelimit,timelimit,timelimit,timelimit,better,better,timelimit,timelimit,timelimit,0.0,56839.76,0.0,56824.52,0.0,0.0,0.0,0.0,0.0,56848.71,56724.48,0.0,0.0,0.0
rmine6,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,366.74,389.63,418.42,490.16,691.33,406.24,393.27,3223.92,720.68,400.09,251.73,657.12,312.08,278.33
rmine6,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,473.28,284.75,535.39,254.54,711.01,501.08,527.81,2647.61,723.98,363.24,204.91,577.43,375.49,287.21
rmine6,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,434.95,340.33,477.88,386.62,635.75,478.94,521.79,5044.58,716.24,493.87,281.46,497.0,357.0,302.7
rmine6,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,468.4,334.16,469.29,240.71,848.79,520.06,545.44,2624.98,744.64,225.68,218.38,574.57,340.16,297.75
rmine6,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,529.08,824.38,387.3,361.06,928.81,667.68,874.04,2488.92,738.51,398.74,203.99,561.65,337.63,306.22
