Settings,,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkc1,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,133.62,363.98,105.63,186.52,181.08,126.37,181.47,60000.0,124.74,147.42,122.34,199.81,62.82,97.7
mkc1,4,timelimit,timelimit,timelimit,timelimit,fail_abort,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,121.26,151.57,92.08,434.0,60000.0,106.98,292.7,16839.59,85.72,100.92,129.88,218.43,60.86,91.22
mod008,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2.15,3.71,3.33,1.92,3.3,3.34,3.12,64.71,3.14,2.14,2.45,3.31,4.18,1.21
mod008,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2.18,2.74,2.86,1.79,3.3,3.37,3.07,64.96,3.15,2.15,2.44,2.31,3.61,1.2
mod008,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2.21,3.09,2.89,2.92,3.19,2.38,3.06,65.49,2.19,2.09,2.42,3.42,3.55,1.22
mod008,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,12.11,4.25,4.55,5.06,18.05,12.88,15.45,63.12,11.19,10.85,1.41,17.38,4.23,1.2
mod008,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2.21,3.67,3.18,1.87,2.4,3.29,3.09,67.54,2.54,2.13,1.42,3.29,4.17,1.22
mod010,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,30.53,26.0,46.79,24.0,90.01,46.36,26.03,22.02,71.33,18.15,34.0,98.17,29.32,29.5
mod010,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,24.46,20.02,53.8,30.01,47.53,55.37,27.02,24.02,42.16,42.01,36.0,47.37,24.37,28.13
mod010,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,26.53,22.02,54.85,30.01,85.16,53.05,27.02,21.02,52.0,21.27,15.25,82.6,28.32,27.55
mod010,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,23.48,20.02,106.25,31.01,66.37,119.25,26.02,21.02,55.69,21.14,19.65,66.3,23.42,24.48
mod010,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,19.13,19.03,46.67,28.01,23.93,49.65,26.0,22.02,29.91,52.02,40.0,24.91,21.13,20.23
mod011,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1487.76,1683.01,3353.22,2056.29,3892.97,1952.5,3068.72,3833.37,1416.69,830.02,719.18,3363.14,527.95,2031.7
mod011,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1808.09,2005.22,3033.0,2318.67,2075.94,2069.69,3914.56,3848.63,1790.29,921.32,704.53,1343.05,616.51,2454.87
mod011,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1553.78,1643.76,2580.26,1783.13,1932.0,1960.94,2774.89,3886.48,950.05,749.73,758.14,1022.68,489.41,2165.88
mod011,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1517.42,1573.25,3166.72,1544.15,1887.4,1845.38,2378.47,3842.96,1124.86,718.85,853.34,1037.95,532.34,1787.92
mod011,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1439.95,2037.64,4041.81,1454.04,1994.67,2017.42,2363.66,3957.72,929.93,748.27,627.34,978.06,560.63,2189.41
modglob,0,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1.47,2.65,308.7,1.42,1.18,3.46,1.37,7.42,1.47,0.47,0.09,1.17,1.78,197.44
modglob,1,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1.4,2.6,327.48,1.33,1.17,2.47,1.35,9.41,1.39,1.39,1.09,1.18,1.94,194.58
modglob,2,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1.56,1.6,346.35,1.52,1.2,2.53,0.37,8.41,2.51,1.55,2.09,0.17,1.79,206.26
modglob,3,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1.46,1.57,281.65,1.48,0.18,2.48,0.35,8.4,2.42,1.46,1.08,2.15,1.89,197.74
modglob,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,1.43,1.65,241.82,2.46,1.17,3.46,2.32,8.41,1.47,1.44,0.1,1.17,2.09,193.26
momentum1,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,44374.0,41019.25,13993.5,37455.0,44420.04,28855.6,43790.46,60000.0,27630.83,32596.27,34843.38,30524.21,13228.74,29130.18
momentum1,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,22291.14,43114.76,15814.25,40316.23,44410.51,38973.05,42272.11,60000.0,39846.74,25392.13,34590.16,35924.89,34132.77,11642.51
momentum1,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,29683.59,38168.04,12722.25,41098.88,44423.22,34492.13,44219.82,60000.0,38911.86,32593.87,31052.25,35617.78,10571.35,24253.81
momentum1,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,27758.98,42617.78,13398.18,40967.18,43633.45,31214.52,44296.62,60000.0,26085.79,33306.85,40681.29,32857.58,14225.08,11558.34
momentum1,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,34473.76,42791.42,12560.73,41514.49,12885.82,12017.44,42297.72,60000.0,46080.21,13775.25,32059.17,36144.31,30153.16,12323.27
momentum2,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,60001.0,60000.0,60001.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,40161.15,60000.0
momentum2,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60001.0,60000.0,60000.0,60000.0,60000.0,60002.0,60000.0,60000.0,45251.72,56566.26,60001.0,47917.9,60000.0
momentum2,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60002.0,60000.0,60001.0,60000.0,60000.0,60001.0,60000.0,60000.0,60000.0,37027.63,60000.0,60000.0,60000.0,31837.76
momentum2,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60002.0,60000.0,60001.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60001.0
momentum2,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60001.0,60001.0,60000.0,60000.0,60000.0,60000.0,60000.0,60001.0,60000.0,48972.28,46685.84,60000.0,41826.91,60000.0
momentum3,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,54787.38,50954.68,55547.56,50925.3,54695.65,55462.48,54476.69,60001.0,0.0,50948.7,50486.14,54232.07,55063.62,54819.28
momentum3,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,54521.22,50928.98,55533.44,50925.99,55566.95,55509.41,54981.39,60001.0,0.0,50941.81,51071.74,54398.32,55059.24,55031.36
momentum3,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,54795.1,50916.76,55962.16,50915.51,55670.29,55573.89,55036.64,60018.0,0.0,50924.02,50676.22,54861.83,54869.73,54789.44
momentum3,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,54742.99,50909.95,55957.37,50923.11,55515.15,55830.74,54386.3,60001.0,0.0,50903.28,51038.16,54547.56,55126.05,54670.35
momentum3,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,54629.28,50936.44,55817.8,50932.39,55637.42,56014.32,54830.14,60000.0,0.0,50936.56,50967.96,59144.81,54987.69,54403.18
msc98-ip,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60029.0,23787.89,60001.0,60000.0,60000.0,60009.0,60000.0,60001.0,60001.0,60001.0,60000.0,60000.0,60001.0
msc98-ip,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,34647.61,60000.0,60016.0,60000.0,60000.0,60000.0,18847.06,60001.0,60001.0,60000.0,60001.0,60001.0
msc98-ip,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,20515.55,60001.0,42293.57,60000.0,21299.26,60001.0,60000.0,60000.0,14758.4,60000.0,60001.0,21310.79,20426.58,20849.57
msc98-ip,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60001.0,60000.0,47851.45,60065.0,60003.0,60028.0,60048.0,60001.0,16395.7,60000.0,60000.0,60000.0,60000.0,60001.0
msc98-ip,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60001.0,60000.0,12194.81,60001.0,60001.0,19415.89,60000.0,60001.0,60001.0,60001.0,60001.0,60000.0,60000.0,60000.0
mspp16,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,0.0,13153.79,0.0,13714.48,0.0,0.0,0.0,0.0,0.0,14569.15,12356.3,0.0,0.0,0.0
mspp16,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,0.0,14238.61,0.0,13652.79,0.0,0.0,0.0,0.0,0.0,14578.85,12177.91,0.0,0.0,0.0
mspp16,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,0.0,12787.6,0.0,13688.5,0.0,0.0,0.0,0.0,0.0,13347.63,11221.44,0.0,0.0,0.0
mspp16,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,0.0,13190.12,0.0,13456.75,0.0,0.0,0.0,0.0,0.0,13182.55,11439.99,0.0,0.0,0.0
mspp16,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,0.0,13256.06,0.0,14137.68,0.0,0.0,0.0,0.0,0.0,13201.52,10840.67,0.0,0.0,0.0
mzzv11,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,14860.13,28025.27,12108.4,43707.83,60000.0,16536.7,15978.33,16162.82,0.0,26653.39,29413.76,25942.09,14687.3,16782.62
mzzv11,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,15986.93,38383.39,9579.18,47381.67,60001.0,13507.42,16351.65,16019.14,0.0,27891.53,24920.95,16333.14,13006.75,16228.35
mzzv11,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,17004.24,26157.68,12414.25,47273.82,60000.0,15008.27,20214.63,15763.6,0.0,30998.14,32382.45,22804.96,14772.7,15084.1
mzzv11,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,14267.87,32233.7,10985.61,49766.75,24198.35,10771.98,14836.62,13960.17,0.0,33004.91,32519.83,15831.45,18243.37,14310.29
mzzv11,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,10524.7,24541.65,11905.04,47505.49,28068.01,10567.15,14181.23,15378.06,0.0,29980.75,40756.45,19135.57,15596.89,13422.36
mzzv42z,0,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,timelimit,timelimit,timelimit,ok,timelimit,timelimit,12277.94,18554.09,11473.57,47960.6,25859.89,13383.96,13471.99,8140.97,0.0,18568.14,18059.2,16733.95,11341.25,11774.01
mzzv42z,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,ok,timelimit,13540.78,19184.17,10203.58,53678.53,21294.29,12719.02,12796.77,12254.23,0.0,26120.18,15955.33,15854.02,8055.25,17412.57
mzzv42z,2,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,11171.61,23609.82,10595.99,44802.28,21792.18,11027.47,13437.98,12307.83,0.0,20449.14,20803.91,16791.65,12942.31,14252.44
mzzv42z,3,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12951.7,16780.13,12021.22,28246.6,57844.55,10491.92,13735.84,14327.7,0.0,17009.77,17843.22,17335.19,10513.87,14844.27
mzzv42z,4,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,12762.39,15364.96,11887.2,50762.91,19616.18,13054.44,12682.55,11927.36,0.0,21117.23,17673.2,13453.51,9075.39,15441.75
n15-3,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,43876.37,44615.79,45725.25,44102.65,100730.61,43744.65,44076.75,60000.0,43940.15,43761.33,44120.48,111669.35,45014.68,45268.16
n15-3,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,43843.78,44667.39,45885.44,44512.37,101486.47,44621.73,44361.1,60080.0,44206.97,43770.63,43611.24,111894.26,45016.97,45409.26
n15-3,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,45177.47,46381.26,46958.82,45592.85,101184.02,45770.51,45362.74,60001.0,45360.56,45448.47,45166.59,101533.13,46145.95,46473.11
n15-3,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,44334.01,45522.71,45681.2,44535.42,106289.42,44579.27,44325.46,60000.0,44362.36,44415.65,44191.12,108533.19,45569.33,45369.56
n15-3,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,45495.7,45926.46,46691.18,46241.46,102949.9,46104.88,46087.78,60002.0,46121.18,45890.26,46005.5,109307.07,46559.37,47189.38
n3-3,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,21611.82,24498.27,29567.01,21217.84,24861.45,20295.92,20813.97,38963.16,21655.49,21474.72,22118.37,20793.84,23377.65,28801.05
n3-3,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,19529.16,23489.1,31884.26,19244.4,29506.82,19073.49,21153.53,38069.95,19518.93,20236.24,21013.08,21638.71,22698.61,28477.88
n3-3,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,19913.5,25124.85,29920.95,19753.64,30699.55,18437.19,19397.08,38050.5,19973.17,19508.16,20233.99,22212.08,22939.11,28564.21
n3-3,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,19790.42,24572.89,30537.95,20141.09,30059.34,18281.93,21575.1,35923.75,19754.16,21432.34,21665.65,20374.68,23576.92,28496.67
n3-3,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18497.38,23272.02,29086.8,20555.6,29411.28,17429.95,21939.18,37194.37,18258.91,18984.77,23449.63,20161.18,23124.99,28094.97
n3700,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12735.14,14883.25,13711.33,13917.66,13629.5,12874.67,13439.99,39121.95,12725.31,12716.99,14087.24,12877.6,13823.03,14957.24
n3700,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13140.6,14718.79,13084.72,13813.25,13597.39,12812.08,13402.53,39675.06,13134.43,13128.31,14053.96,13030.61,14146.05,15021.37
n3700,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13029.41,14710.07,13912.97,13754.35,13605.35,12728.35,13357.94,38426.83,13029.01,13026.19,13956.34,13097.24,13698.11,14863.16
n3700,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13050.79,14958.99,13688.19,13902.64,13339.68,12427.25,13383.94,38880.79,13040.71,13036.54,14207.16,12985.99,13847.38,15083.22
n3700,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12910.51,14754.84,12982.4,13749.71,13608.34,12349.92,13403.86,37753.88,12887.15,12889.06,14352.67,12268.01,14351.33,14846.11
n3705,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13109.43,14735.96,14040.8,13971.33,13806.71,13095.42,13488.31,34653.04,13105.43,13104.62,13957.32,13206.51,14115.51,14836.54
n3705,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13047.46,14769.6,14077.31,13932.81,13737.49,12816.77,13459.3,37079.33,13044.08,13045.79,14565.97,13568.98,14067.89,15068.61
n3705,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12761.61,14773.89,13804.16,13982.22,13798.69,12565.82,13463.31,37926.03,12766.95,12763.8,14739.15,13264.67,14348.98,15374.59
n3705,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13433.87,14765.97,13880.8,13936.43,14048.17,13183.92,13509.41,35922.72,13423.11,13414.44,14323.99,13719.23,14303.01,15300.17
n3705,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12763.82,14756.33,14213.94,13886.32,13804.34,12630.96,13490.44,37332.01,12774.7,12742.27,14607.36,13672.53,14019.99,15098.73
n370a,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12719.86,14453.71,13192.99,13447.86,13480.73,11897.46,13194.09,36617.52,12723.43,12711.95,14326.38,12860.33,13537.91,15156.91
n370a,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12559.79,14705.97,14178.42,13581.1,13312.19,12409.3,13161.96,36058.23,12552.92,12552.92,14199.65,13324.57,14269.37,15391.15
n370a,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13200.01,14808.79,14233.19,13569.5,13493.5,12503.84,13176.52,37815.05,13185.64,13186.69,13890.08,13393.56,14598.26,15540.78
n370a,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,13082.1,14725.99,13785.17,13346.94,13486.86,11736.19,13151.45,34343.52,13075.76,13065.86,14615.14,13201.08,14229.8,15380.18
n370a,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12920.36,14702.29,14387.26,13616.26,13438.84,12534.08,13194.2,35675.93,12896.95,12899.73,14616.31,13355.9,14814.45,15436.75
n3div36,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,7608.33,8653.52,6260.37,7241.24,8725.07,7505.3,8998.95,14552.2,7499.52,7695.92,7059.98,8490.06,7938.67,10628.71
n3div36,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,7541.91,8069.05,6478.69,6830.23,9190.1,7518.38,9823.33,13969.14,7940.66,7499.16,6593.79,8239.83,7067.3,10707.6
n3div36,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,8757.16,9076.86,7105.02,7483.96,9179.67,6843.2,9328.63,13345.23,8957.28,9214.21,6969.97,8109.87,7755.68,10668.69
n3div36,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,7615.76,8715.62,6863.03,7267.43,9188.77,8038.6,9314.1,13969.21,7773.83,7787.48,6988.41,8011.09,7111.99,10743.62
n3div36,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,7441.08,10219.58,6535.91,6713.97,9659.15,7444.75,9574.3,12014.57,7565.09,7708.68,6955.83,8190.73,7471.23,10445.78
n3seq24,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,32057.56,42458.84,30499.8,42638.72,68381.77,36762.68,42495.9,60013.0,32283.84,32015.36,42197.25,72984.83,42757.66,42456.44
n3seq24,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,42704.05,42710.69,34066.0,42892.12,68776.17,42949.14,42661.86,60002.0,42870.91,42660.06,42666.67,66280.21,43003.64,42856.51
n3seq24,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,33966.62,33844.09,33124.08,34147.92,51390.45,34385.49,33943.11,60001.0,33977.43,33823.11,42060.75,51255.08,34323.8,33875.64
n3seq24,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,37244.62,37234.65,38602.3,37551.47,60282.58,37542.55,37352.45,60002.0,37370.41,37184.75,31061.85,57133.65,37679.89,37341.16
n3seq24,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,41640.64,41575.55,43089.25,41407.45,64080.08,37598.74,41587.58,60002.0,41732.12,41540.35,43152.61,68049.04,41656.87,41705.43
n4-3,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,ok,timelimit,timelimit,4592.43,8371.7,19297.58,7345.58,10431.42,4858.83,4461.87,4554.37,4702.94,5930.07,5174.82,3280.34,8139.57,16259.05
n4-3,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,ok,timelimit,timelimit,4521.29,8545.02,19040.0,7465.23,9520.88,5502.34,4166.24,4200.94,4449.11,5421.83,5077.99,3151.78,8120.15,16184.2
n4-3,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,5045.44,8661.26,19239.31,6846.01,10035.28,4609.91,4206.64,4735.11,5118.46,5045.37,5542.64,3221.33,8280.36,16059.7
n4-3,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,timelimit,timelimit,timelimit,ok,timelimit,timelimit,4648.91,8447.16,19427.81,9109.13,8351.31,4585.13,3931.84,4813.48,4605.31,4942.94,5235.88,2985.42,8448.18,16253.98
n4-3,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,ok,timelimit,timelimit,4683.16,8546.1,19040.58,6714.27,9021.3,6061.88,4379.29,4205.53,4611.11,5144.87,5174.42,3438.97,8406.48,16090.78
n9-3,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,14154.77,18755.43,24802.72,18457.22,21587.47,13912.23,14227.21,29071.49,14063.96,16617.12,16265.17,16255.88,18482.67,21131.23
