Settings,,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATS-d_regions-goods200-bids1000_0012,1,23.32,600.0,21.41,37.58,67.91,147.42,25.27,19.45,19.38,25.26,20.24,41.29,33.87,23.88,32.42,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0012,2,21.86,600.0,22.33,32.69,88.13,149.26,23.3,19.58,19.46,24.19,21.68,34.74,28.61,22.56,30.24,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0012,3,22.27,600.0,21.29,33.38,89.6,149.0,23.67,21.29,19.45,24.42,22.29,32.45,30.58,22.84,30.36,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0012,4,22.36,600.0,21.32,34.5,76.49,148.45,23.94,23.16,19.51,23.93,20.85,37.45,28.47,22.93,26.64,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0013,0,9.71,600.0,10.74,16.88,17.83,24.24,9.92,15.79,9.47,12.61,9.73,22.04,19.07,9.82,17.72,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0013,1,9.68,600.0,16.69,16.84,13.41,21.63,10.03,15.52,9.53,12.61,9.75,20.75,18.4,9.85,16.72,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0013,2,12.53,600.0,11.03,16.77,24.92,23.71,10.45,15.54,9.53,12.68,9.76,20.92,20.53,12.79,16.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0013,3,9.82,600.0,11.46,16.62,25.42,22.03,10.32,15.56,9.52,13.08,10.4,19.77,21.32,9.98,17.23,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0013,4,9.68,600.0,11.0,16.83,14.38,21.84,10.5,15.51,9.46,13.0,9.77,20.92,21.74,9.98,16.55,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0014,0,13.84,600.0,14.9,19.15,16.11,30.62,15.03,15.6,15.19,17.37,16.53,15.69,20.31,14.03,16.09,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0014,1,14.39,600.0,15.5,15.74,14.56,29.6,14.6,15.54,15.4,17.44,16.45,16.51,25.91,14.67,14.71,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0014,2,14.03,600.0,15.46,17.71,15.91,32.18,15.84,15.66,15.57,17.44,16.49,15.5,17.58,14.3,16.0,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0014,3,14.17,600.0,15.49,15.24,18.46,28.97,15.47,15.19,15.37,17.38,16.17,16.12,23.72,14.29,16.12,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0014,4,14.74,600.0,15.42,18.71,16.05,27.71,14.8,15.64,15.3,17.28,16.59,16.21,17.37,15.14,15.37,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0015,0,34.01,600.0,46.49,68.1,181.36,315.21,52.51,40.64,46.69,47.49,47.12,63.78,57.9,34.84,47.2,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0015,1,36.22,600.0,41.98,70.11,167.26,314.24,59.74,40.27,47.98,46.44,48.22,57.43,58.02,36.35,50.3,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0015,2,40.89,600.0,46.0,59.64,178.77,315.9,56.38,39.55,43.06,64.91,46.02,51.57,57.68,41.27,49.1,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0015,3,34.66,600.0,39.21,72.98,106.58,315.91,53.17,37.27,46.5,41.76,47.18,55.48,58.13,35.84,49.01,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0015,4,45.09,600.0,41.51,64.24,167.41,314.75,62.62,36.48,43.18,47.45,41.99,51.71,66.33,45.4,53.02,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0016,0,32.13,600.0,29.11,62.1,203.18,262.66,34.22,31.12,26.26,30.89,33.17,54.26,45.67,32.72,45.43,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0016,1,31.14,600.0,29.61,61.89,162.95,264.1,33.2,29.67,27.54,30.53,33.58,53.04,46.02,31.75,49.06,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0016,2,31.9,600.0,30.18,63.18,161.91,264.32,38.37,30.13,27.18,30.4,33.53,52.96,42.4,32.21,45.32,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0016,3,31.88,600.0,30.21,57.15,163.28,264.54,36.87,29.27,27.07,30.31,33.3,46.78,37.31,32.11,46.34,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0016,4,31.77,600.0,30.59,50.13,154.15,263.99,41.39,31.36,26.87,32.81,33.55,58.62,42.14,32.19,48.19,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0017,0,25.09,600.0,23.76,45.25,44.68,136.53,36.19,24.07,23.84,42.3,24.63,35.8,38.41,25.8,32.22,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0017,1,25.15,600.0,24.0,49.77,45.65,138.26,36.23,24.15,23.77,28.45,24.35,39.52,32.95,25.8,29.19,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0017,2,26.24,600.0,24.69,45.59,38.52,137.98,35.97,25.36,23.98,27.94,25.74,38.27,32.07,27.02,30.22,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0017,3,27.53,600.0,24.1,45.18,42.37,136.99,41.16,24.71,23.74,27.6,24.56,35.65,35.26,28.06,32.72,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0017,4,26.44,600.0,24.36,46.8,45.75,139.28,40.7,24.0,23.63,41.85,25.45,36.51,34.37,26.92,27.69,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0018,0,48.92,600.0,36.19,64.72,127.38,339.16,67.75,35.53,45.8,44.08,42.62,61.47,57.8,50.15,60.11,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0018,1,47.76,600.0,36.19,67.0,134.59,347.69,63.47,37.05,45.48,43.33,41.9,60.78,55.64,49.02,59.3,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0018,2,49.46,600.0,37.0,64.68,112.28,339.31,96.48,37.41,45.15,42.83,42.16,56.36,57.07,50.09,62.7,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0018,3,48.0,600.0,36.0,68.75,132.95,336.69,64.6,36.24,45.67,43.18,42.16,66.83,58.25,49.06,62.84,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0018,4,49.76,600.0,35.68,64.28,134.27,337.37,66.24,35.08,45.67,46.75,42.18,65.02,59.55,49.82,55.55,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0019,0,19.8,600.0,18.06,17.36,41.5,68.46,31.96,21.3,17.28,21.92,20.15,20.48,23.54,20.35,21.45,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0019,1,19.95,600.0,18.63,16.14,24.72,67.89,20.72,20.34,17.19,21.81,20.45,23.72,23.63,20.29,20.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0019,2,19.85,600.0,17.5,16.06,34.24,69.19,21.05,19.34,17.28,21.76,19.54,22.15,24.24,20.17,20.42,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0019,3,20.11,600.0,18.17,16.77,40.59,67.03,21.29,19.54,17.27,21.91,20.24,20.5,23.39,20.74,20.93,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0019,4,19.81,600.0,26.91,16.05,27.79,68.85,21.05,20.85,17.25,21.28,19.85,20.63,23.16,20.16,20.9,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0020,0,25.53,600.0,27.73,52.95,94.55,307.5,31.14,35.27,29.51,35.28,29.41,53.69,38.41,25.93,44.48,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0020,1,37.14,600.0,27.28,64.7,122.92,308.84,38.29,32.21,29.61,32.7,28.99,50.02,52.72,37.61,51.55,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0020,2,33.64,600.0,26.43,64.98,129.16,308.21,33.26,36.64,29.6,26.55,29.05,50.68,48.55,34.38,44.34,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0020,3,28.74,600.0,25.7,63.1,110.81,306.88,33.58,22.78,29.29,33.49,28.71,50.51,37.62,29.27,43.71,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0020,4,32.14,600.0,26.19,63.08,127.8,308.9,36.19,34.5,29.59,46.97,28.72,50.63,33.72,32.15,44.48,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0021,0,53.32,600.0,76.91,86.4,279.22,434.13,71.63,49.41,69.97,58.85,51.74,102.24,70.13,54.01,100.4,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0021,1,48.43,600.0,68.14,77.61,276.91,442.39,66.46,52.75,70.0,63.42,54.98,102.19,77.1,49.62,93.29,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
