Settings,,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nag,2,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.01,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
nag,3,600.0,600.01,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.01,600.01,600.01,timelimit,timelimit,better,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
nag,4,600.0,600.0,600.0,600.0,600.0,600.03,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
nb10tb,0,600.0,600.01,600.95,600.01,600.01,600.96,600.0,600.01,600.27,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
nb10tb,1,72.7,600.0,601.0,600.0,75.56,601.01,70.82,600.0,600.25,600.0,600.0,69.59,80.25,67.59,fail_dual_bound,timelimit,timelimit,timelimit,fail_dual_bound,timelimit,fail_dual_bound,timelimit,timelimit,timelimit,timelimit,fail_dual_bound,fail_dual_bound,fail_dual_bound
nb10tb,2,600.0,600.01,600.93,600.01,600.0,600.99,600.0,600.0,600.25,600.01,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
nb10tb,3,600.01,600.0,600.97,600.0,600.0,601.07,600.0,600.0,600.25,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
nb10tb,4,600.0,600.0,600.95,600.0,600.0,600.91,600.0,600.0,600.24,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1053234,0,600.0,600.0,386.15,600.0,600.01,600.0,600.0,600.0,600.0,398.77,547.7,186.63,501.14,600.0,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,ok,ok,timelimit
neos-1053234,1,600.0,600.01,86.9,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,511.85,198.48,600.0,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,timelimit
neos-1053234,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,280.36,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
neos-1053234,3,600.0,600.01,227.22,600.0,600.01,484.38,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1053234,4,600.0,600.01,600.0,600.0,600.01,333.77,600.01,600.01,281.85,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1053591,0,7.89,8.18,13.64,34.7,35.48,15.31,10.31,17.16,12.09,21.28,16.51,11.34,11.23,26.68,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1053591,1,9.67,14.16,22.58,38.61,42.68,14.71,6.96,7.12,9.6,33.38,30.7,14.26,8.09,59.38,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1053591,2,23.21,17.71,26.0,22.28,143.51,24.94,9.06,8.27,14.0,44.93,30.7,6.73,22.0,31.94,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1053591,3,14.03,7.38,9.36,29.21,59.39,26.48,10.29,7.81,19.02,28.01,54.72,9.7,14.08,26.19,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1053591,4,8.94,11.07,8.56,17.75,600.0,36.11,6.9,5.72,18.92,64.17,13.49,7.59,19.66,32.35,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1056905,0,600.0,600.01,600.0,600.01,600.0,600.0,600.01,600.01,600.01,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1056905,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1056905,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1056905,3,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1056905,4,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1058477,0,0.5,16.35,1.54,12.27,0.5,0.5,0.5,600.0,2.94,11.6,13.12,0.5,0.5,2.78,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,fail_objective_value,fail_objective_value,timelimit,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,fail_objective_value
neos-1058477,1,0.5,27.4,1.35,27.33,0.5,0.5,0.5,600.0,1.38,15.08,6.19,0.5,0.5,1.9,fail_objective_value,ok,ok,ok,fail_objective_value,fail_objective_value,fail_objective_value,timelimit,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,ok
neos-1058477,2,0.5,50.15,1.3,3.52,0.5,0.5,0.5,600.0,2.1,4.83,23.58,0.5,0.5,1.4,fail_objective_value,ok,ok,fail_objective_value,fail_objective_value,fail_objective_value,fail_objective_value,timelimit,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,fail_objective_value
neos-1058477,3,2.29,5.47,1.16,10.76,0.5,1.86,2.26,600.0,0.94,8.12,6.44,0.5,0.5,5.43,fail_objective_value,fail_objective_value,ok,ok,fail_objective_value,fail_objective_value,fail_objective_value,timelimit,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,ok
neos-1058477,4,0.92,16.16,1.64,2.37,0.5,0.99,0.91,600.01,0.5,5.14,24.97,0.5,0.5,1.7,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,fail_objective_value,fail_objective_value,timelimit,fail_objective_value,fail_objective_value,ok,fail_objective_value,fail_objective_value,ok
neos-1061020,0,600.0,600.0,600.06,600.0,600.0,600.0,600.0,600.0,587.15,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1061020,1,600.0,600.0,600.01,544.9,600.01,600.0,600.01,600.0,600.01,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1061020,2,600.0,600.0,600.0,600.0,600.01,600.06,600.0,600.01,600.0,600.0,493.81,600.01,600.12,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit
neos-1061020,3,600.0,600.0,600.0,526.89,600.0,600.0,600.0,600.0,600.0,600.0,273.78,600.0,600.01,600.0,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit
neos-1061020,4,600.0,600.0,600.09,550.73,600.01,600.0,600.0,600.0,600.01,600.01,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1062641,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1062641,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,fail_solution_infeasible,ok,ok,ok,ok,ok,ok
neos-1062641,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,fail_solution_infeasible,ok,ok,ok,ok,ok,ok
neos-1062641,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,fail_solution_infeasible,ok,ok,ok,ok,ok,ok
neos-1062641,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,fail_solution_infeasible,ok,ok,ok,ok,ok,ok
neos-1067731,0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1067731,1,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1067731,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1067731,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,better,timelimit,timelimit,timelimit,timelimit
neos-1067731,4,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,better,timelimit,timelimit,better,timelimit,timelimit,timelimit
neos-1096528,0,600.01,600.01,600.0,600.0,600.01,600.01,600.01,600.0,600.0,600.0,600.01,600.01,600.01,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1096528,1,600.0,600.0,600.0,600.01,600.01,600.0,600.01,600.01,600.0,600.0,600.03,600.01,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1096528,2,600.01,600.01,600.0,600.01,600.01,600.0,600.0,600.0,600.01,600.0,600.02,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1096528,3,600.0,600.0,600.0,600.01,600.0,600.0,600.01,600.0,600.0,600.01,600.02,600.01,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1096528,4,600.01,600.01,600.0,600.01,600.02,600.01,600.02,600.0,600.0,600.01,600.04,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1109824,0,277.65,138.59,138.41,292.32,162.41,226.44,202.47,150.61,87.72,98.66,372.64,126.34,106.02,248.46,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1109824,1,117.42,94.5,126.06,210.43,101.74,107.78,176.21,170.78,42.54,143.43,600.0,79.0,152.09,382.45,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,ok
neos-1109824,2,97.16,153.64,123.46,117.13,123.92,151.84,137.07,110.04,73.6,143.75,370.03,89.04,89.18,430.49,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1109824,3,181.25,146.61,198.0,109.62,94.01,143.58,173.71,178.48,65.29,142.16,278.54,147.84,104.91,337.74,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1109824,4,111.92,112.32,157.32,109.6,127.85,106.26,102.49,91.22,64.65,73.25,460.44,66.06,134.14,330.56,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1112782,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1112782,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112782,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112782,3,600.0,600.0,600.0,600.0,600.01,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112782,4,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112787,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112787,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1112787,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112787,3,600.0,600.0,600.02,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1112787,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit
neos-1120495,0,6.33,4.12,6.78,3.54,26.17,5.59,6.73,8.53,8.12,7.0,18.7,14.72,5.64,26.46,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1120495,1,8.03,5.33,6.83,3.76,11.46,13.02,11.47,11.64,5.67,6.5,19.1,9.85,5.84,25.77,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1120495,2,5.67,6.06,6.52,3.69,12.56,11.1,8.22,8.09,12.37,7.04,14.86,12.28,3.77,26.57,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1120495,3,7.29,7.95,6.46,3.2,14.26,9.92,7.39,7.05,8.95,7.22,21.74,12.87,6.96,26.94,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1120495,4,11.34,7.12,8.48,3.77,10.57,6.58,7.29,7.91,7.23,6.84,17.34,8.36,6.62,23.77,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1121679,0,600.0,600.01,600.0,600.0,600.0,600.01,600.02,600.01,600.01,600.01,600.01,600.26,600.01,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1121679,1,600.01,600.02,600.0,600.01,600.07,600.0,600.01,600.01,600.02,600.01,600.0,600.19,600.01,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1121679,2,600.0,600.01,600.0,600.01,600.19,600.01,600.02,600.01,600.0,600.01,600.0,600.14,600.0,600.01,timelimit,timelimit,fail_solution_infeasible,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1121679,3,600.0,600.01,600.0,600.01,600.07,600.02,600.02,600.01,600.01,600.01,600.0,600.0,600.01,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1121679,4,600.01,600.01,600.0,600.0,600.11,600.0,600.01,600.01,600.01,600.01,600.0,600.0,600.01,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1122047,0,5.52,4.76,8.95,4.62,5.72,8.68,4.73,37.15,5.26,4.57,0.72,5.58,4.8,4.85,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1122047,1,5.62,4.71,8.99,4.51,5.69,8.86,4.87,32.58,5.7,4.76,0.74,5.65,5.34,5.8,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1122047,2,4.84,4.54,8.91,4.29,5.55,9.17,5.34,31.28,5.62,4.45,0.69,5.48,5.4,5.28,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1122047,3,4.63,4.75,9.01,5.07,5.67,8.75,5.64,25.54,5.86,4.62,0.75,5.46,5.89,5.51,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1122047,4,5.54,4.8,8.89,4.37,5.65,8.97,5.72,33.73,5.79,4.5,0.73,5.32,5.71,5.86,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
neos-1126860,0,600.01,399.16,600.0,423.5,600.01,600.07,587.42,557.9,600.06,508.9,600.0,600.0,600.0,600.0,timelimit,ok,timelimit,ok,timelimit,timelimit,ok,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit
neos-1126860,1,600.0,470.81,600.06,413.48,600.01,600.08,600.0,600.0,600.0,540.35,600.0,600.0,600.01,600.0,timelimit,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit
neos-1126860,2,600.0,485.25,600.06,381.87,600.0,600.07,554.65,580.77,600.01,565.52,600.0,600.0,600.0,600.0,timelimit,ok,timelimit,ok,timelimit,timelimit,ok,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit
neos-1126860,3,600.01,480.05,600.06,600.01,600.01,600.08,600.0,590.15,600.0,584.84,600.01,600.02,600.0,600.0,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit
neos-1126860,4,600.02,453.07,600.07,385.24,600.0,600.06,600.01,553.61,600.0,523.45,600.01,600.01,600.0,600.0,timelimit,ok,timelimit,ok,timelimit,timelimit,timelimit,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit
neos-1140050,0,600.01,600.01,600.05,600.02,600.01,600.02,600.14,600.01,600.01,600.01,600.12,600.06,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
neos-1140050,1,600.02,600.18,600.12,600.1,600.01,600.0,600.08,600.22,600.02,600.0,600.01,600.23,600.0,600.32,better,better,better,better,better,better,better,better,better,better,better,better,better,better
neos-1140050,2,600.04,600.01,600.32,600.04,600.14,600.71,600.05,600.0,600.01,600.18,600.37,600.0,600.0,600.03,better,better,better,better,better,better,better,better,better,better,better,better,better,better
neos-1140050,3,600.01,600.0,600.05,600.2,600.01,600.01,600.02,600.1,600.0,600.08,600.0,600.15,600.13,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
neos-1140050,4,600.0,600.12,600.1,600.3,600.0,600.01,600.11,600.07,600.02,600.11,600.0,600.14,600.02,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
neos-1151496,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,127.52,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
neos-1151496,1,600.0,600.0,600.0,600.0,13.98,600.05,600.0,600.0,600.0,600.0,600.0,13.97,58.76,600.0,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,timelimit
neos-1151496,2,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.01,600.0,131.63,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
neos-1151496,3,600.0,600.0,600.0,600.01,15.36,600.0,600.0,600.0,600.0,600.0,600.0,15.39,600.0,600.0,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
neos-1151496,4,600.01,600.0,600.0,600.0,11.01,600.0,600.0,600.0,600.0,600.0,600.0,10.91,600.01,600.0,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
neos-1171448,0,305.01,600.0,52.53,600.0,600.0,600.0,600.0,600.01,600.0,99.95,117.92,160.06,73.14,68.05,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,ok,ok,ok
neos-1171448,1,107.9,600.0,56.38,600.01,600.0,600.0,600.01,600.0,11.9,15.04,262.86,600.0,142.54,65.35,ok,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok
neos-1171448,2,7.0,300.39,30.69,600.0,600.01,14.82,131.02,600.0,7.54,6.26,600.01,600.01,4.98,3.66,ok,ok,ok,timelimit,timelimit,ok,ok,timelimit,ok,ok,timelimit,timelimit,ok,ok
neos-1171448,3,600.0,600.0,57.72,600.01,600.0,600.01,459.11,600.0,101.55,425.04,600.0,600.0,86.03,70.4,timelimit,timelimit,ok,timelimit,timelimit,timelimit,ok,timelimit,ok,ok,timelimit,timelimit,ok,ok
neos-1171448,4,87.3,138.01,64.54,600.0,600.01,68.27,600.01,600.0,93.17,109.11,600.0,15.17,174.93,79.89,ok,ok,ok,timelimit,timelimit,ok,timelimit,timelimit,ok,ok,timelimit,ok,ok,ok
neos-1171692,0,600.0,600.01,84.97,357.89,600.0,600.02,600.01,600.0,600.01,600.0,600.0,600.01,600.0,69.51,timelimit,timelimit,ok,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok
neos-1171692,1,600.0,600.0,70.52,600.01,6.54,40.72,600.0,600.01,600.01,600.01,600.01,2.98,600.0,600.01,timelimit,timelimit,ok,timelimit,ok,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
neos-1171692,2,600.0,600.01,228.37,600.01,600.0,67.69,600.0,600.0,600.0,600.01,600.01,41.88,600.0,307.68,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,ok
neos-1171692,3,600.0,600.01,74.85,600.0,600.01,4.71,600.01,600.0,600.0,2.84,600.01,45.36,600.01,63.73,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,ok,timelimit,ok,timelimit,ok
neos-1171692,4,600.0,52.46,94.05,600.0,600.01,600.01,600.01,600.0,600.01,600.01,600.01,600.0,600.0,600.0,timelimit,ok,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1171737,0,600.0,600.0,600.0,600.0,600.0,600.01,600.01,600.01,600.0,600.0,600.0,600.01,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1171737,1,600.0,600.0,600.04,600.01,600.01,600.01,600.01,600.01,600.0,600.0,600.01,600.01,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1171737,2,600.01,600.01,444.24,600.01,600.01,600.0,600.0,600.01,600.0,600.0,600.01,600.0,600.0,600.0,timelimit,timelimit,solved_not_verified,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
neos-1171737,3,600.01,600.0,600.04,600.0,600.01,600.01,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
