Settings,,default,no-redcost,default,no-redcost
,,Status,Status,PDInt,PDInt
ProblemName,Seed,,,,
neos-916792,5.0,timelimit,ok,45172.72,17646.47
neos-916792,6.0,ok,ok,9464.02,7076.15
neos-916792,7.0,timelimit,timelimit,40668.26,32723.84
neos-916792,8.0,timelimit,timelimit,49598.92,29734.43
neos-916792,9.0,timelimit,timelimit,49548.42,47779.9
neos-934278,0.0,timelimit,timelimit,296010.96,219313.9
neos-934278,1.0,timelimit,timelimit,297478.76,168676.36
neos-934278,2.0,timelimit,timelimit,271218.74,339719.58
neos-934278,3.0,timelimit,timelimit,333583.03,333385.47
neos-934278,4.0,timelimit,timelimit,322182.58,321910.19
neos-934278,5.0,timelimit,timelimit,341345.67,343963.16
neos-934278,6.0,timelimit,timelimit,322422.93,120845.32
neos-934278,7.0,timelimit,timelimit,180015.61,343398.26
neos-934278,8.0,timelimit,timelimit,339731.59,298335.5
neos-934278,9.0,timelimit,timelimit,343865.06,262961.07
neos13,0.0,ok,ok,11808.7,17341.41
neos13,1.0,timelimit,timelimit,57843.99,105968.81
neos13,2.0,ok,timelimit,51346.17,80017.44
neos13,3.0,ok,ok,35451.09,17133.07
neos13,4.0,timelimit,ok,70991.75,47367.3
neos13,5.0,ok,ok,12411.04,26844.85
neos13,6.0,ok,ok,65271.37,42978.04
neos13,7.0,ok,timelimit,26608.8,72665.81
neos13,8.0,ok,ok,20976.97,26064.74
neos13,9.0,timelimit,ok,87422.1,50675.67
neos18,0.0,ok,ok,777.01,3596.71
neos18,1.0,ok,timelimit,713.24,23030.52
neos18,2.0,ok,ok,582.3,1236.61
neos18,3.0,ok,ok,1066.35,3026.41
neos18,4.0,ok,ok,479.14,10327.19
neos18,5.0,ok,ok,806.44,9902.86
neos18,6.0,ok,ok,475.96,1433.26
neos18,7.0,ok,ok,945.91,5923.34
neos18,8.0,ok,ok,545.28,3232.11
neos18,9.0,ok,ok,432.23,2535.17
net12,0.0,ok,ok,89807.09,151572.47
net12,1.0,ok,ok,61776.49,65014.7
net12,2.0,ok,ok,67552.42,81796.47
net12,3.0,ok,ok,67747.35,68926.38
net12,4.0,ok,ok,67689.2,67533.68
net12,5.0,ok,ok,51274.61,46910.04
net12,6.0,ok,ok,60131.43,55764.13
net12,7.0,ok,ok,195758.23,167245.56
net12,8.0,ok,ok,102934.53,72867.38
net12,9.0,timelimit,timelimit,192814.83,201199.22
netdiversion,0.0,timelimit,timelimit,360505.09,359986.08
netdiversion,1.0,timelimit,timelimit,264222.27,262738.09
netdiversion,2.0,timelimit,timelimit,360029.18,365561.91
netdiversion,3.0,timelimit,timelimit,234220.97,226602.7
netdiversion,4.0,timelimit,timelimit,359985.06,362753.92
netdiversion,5.0,timelimit,timelimit,325882.96,332712.68
netdiversion,6.0,timelimit,timelimit,359985.2,359984.17
netdiversion,7.0,timelimit,timelimit,102497.26,101108.96
netdiversion,8.0,timelimit,timelimit,359984.18,359985.15
netdiversion,9.0,timelimit,timelimit,361688.11,363755.99
newdano,0.0,timelimit,timelimit,97501.42,96073.27
newdano,1.0,timelimit,timelimit,100191.76,95917.15
newdano,2.0,timelimit,timelimit,110892.04,111806.45
newdano,3.0,timelimit,timelimit,99636.94,101345.27
newdano,4.0,timelimit,timelimit,113519.39,113033.78
newdano,5.0,timelimit,timelimit,62659.62,57076.69
newdano,6.0,timelimit,timelimit,96409.73,96644.75
newdano,7.0,timelimit,timelimit,111185.09,112398.82
newdano,8.0,timelimit,timelimit,115649.49,114312.78
newdano,9.0,ok,ok,64460.24,64264.96
noswot,0.0,ok,ok,1035.64,7048.51
noswot,1.0,ok,timelimit,1379.05,13514.74
noswot,2.0,ok,ok,902.31,2442.5
noswot,3.0,ok,timelimit,925.22,16746.98
noswot,4.0,ok,ok,788.01,2298.97
noswot,5.0,ok,ok,663.06,1827.57
noswot,6.0,ok,ok,841.24,2607.37
noswot,7.0,ok,ok,1176.67,5155.23
noswot,8.0,ok,ok,951.63,8726.63
noswot,9.0,ok,timelimit,681.81,16737.86
ns1208400,0.0,timelimit,timelimit,360000.0,360000.0
ns1208400,1.0,timelimit,timelimit,360001.0,360001.0
ns1208400,2.0,ok,ok,114075.5,114392.38
ns1208400,3.0,ok,ok,184444.0,222538.0
ns1208400,4.0,timelimit,timelimit,360001.0,360000.0
ns1208400,5.0,ok,ok,331146.15,349356.65
ns1208400,6.0,ok,timelimit,359408.25,360000.0
ns1208400,7.0,timelimit,timelimit,360000.0,360000.0
ns1208400,8.0,ok,ok,267485.75,287375.25
ns1208400,9.0,ok,ok,178283.25,346983.25
ns1688347,0.0,ok,ok,15000.25,15592.52
ns1688347,1.0,ok,ok,3079.88,2816.46
ns1688347,2.0,ok,ok,12335.31,11765.79
ns1688347,3.0,ok,ok,4150.53,3429.54
ns1688347,4.0,ok,ok,4436.17,4076.46
ns1688347,5.0,ok,ok,7979.99,7240.34
ns1688347,6.0,ok,ok,3213.45,2974.32
ns1688347,7.0,ok,ok,10584.11,8823.91
ns1688347,8.0,ok,ok,10218.88,8523.2
ns1688347,9.0,ok,ok,14478.46,14797.83
ns1758913,0.0,ok,ok,103012.72,101999.37
ns1758913,1.0,ok,ok,140684.22,131544.87
ns1758913,2.0,ok,ok,127826.93,141152.99
ns1758913,3.0,ok,ok,120281.57,148849.11
ns1758913,4.0,ok,ok,98454.61,71439.69
ns1758913,5.0,ok,ok,74103.56,76367.33
ns1758913,6.0,ok,ok,81468.32,98710.63
ns1758913,7.0,ok,ok,85491.23,82033.95
ns1758913,8.0,ok,ok,74060.02,67234.89
ns1758913,9.0,ok,ok,74891.42,78230.18
ns1766074,0.0,ok,ok,60000.0,60000.0
ns1766074,1.0,ok,ok,60000.0,60000.0
ns1766074,2.0,ok,ok,60000.0,60000.0
ns1766074,3.0,ok,ok,60000.0,60000.0
ns1766074,4.0,ok,ok,60000.0,60000.0
ns1766074,5.0,ok,ok,60000.0,60000.0
ns1766074,6.0,ok,ok,60000.0,60000.0
ns1766074,7.0,ok,ok,60000.0,60000.0
ns1766074,8.0,ok,ok,60000.0,60000.0
ns1766074,9.0,ok,ok,60000.0,60000.0
ns1830653,0.0,ok,ok,21212.95,8715.08
ns1830653,1.0,ok,ok,11369.76,11430.78
ns1830653,2.0,ok,ok,8886.79,7438.23
ns1830653,3.0,ok,ok,8345.58,9725.64
ns1830653,4.0,ok,ok,7674.73,11961.17
ns1830653,5.0,ok,ok,23917.54,14200.81
ns1830653,6.0,ok,ok,15715.27,18661.53
ns1830653,7.0,ok,ok,9707.74,14451.52
ns1830653,8.0,ok,ok,15482.82,20145.75
ns1830653,9.0,ok,ok,11510.13,11448.94
opm2-z7-s2,0.0,ok,ok,6781.47,7168.16
opm2-z7-s2,1.0,ok,ok,6008.52,6259.81
opm2-z7-s2,2.0,ok,ok,8808.49,10015.35
opm2-z7-s2,3.0,ok,ok,7267.49,7981.09
opm2-z7-s2,4.0,ok,ok,7984.16,7412.0
opm2-z7-s2,5.0,ok,ok,8213.71,8223.86
opm2-z7-s2,6.0,ok,ok,6746.03,10614.9
opm2-z7-s2,7.0,ok,ok,5871.19,9535.33
opm2-z7-s2,8.0,ok,ok,7284.25,8842.25
opm2-z7-s2,9.0,ok,ok,7579.33,8114.46
pg5_34,0.0,ok,ok,301.59,314.16
pg5_34,1.0,ok,ok,305.28,357.51
pg5_34,2.0,ok,ok,562.9,597.21
pg5_34,3.0,ok,ok,266.95,353.42
pg5_34,4.0,ok,ok,279.72,287.47
pg5_34,5.0,ok,ok,559.54,563.23
pg5_34,6.0,ok,ok,304.76,298.77
pg5_34,7.0,ok,ok,504.38,515.33
pg5_34,8.0,ok,ok,313.97,380.14
pg5_34,9.0,ok,ok,535.09,473.26
pigeon-10,0.0,timelimit,timelimit,36036.9,36036.9
pigeon-10,2.0,timelimit,timelimit,36088.2,36092.7
pigeon-10,4.0,timelimit,timelimit,36130.5,36207.9
pigeon-10,5.0,timelimit,timelimit,36045.0,36043.2
pigeon-10,6.0,timelimit,timelimit,36082.8,36086.4
pigeon-10,8.0,timelimit,timelimit,36068.4,36073.8
pw-myciel4,1.0,ok,timelimit,34991.35,130683.67
pw-myciel4,4.0,timelimit,timelimit,42049.78,74318.08
pw-myciel4,7.0,timelimit,timelimit,65317.98,114593.3
pw-myciel4,9.0,timelimit,ok,116767.38,22840.07
qiu,0.0,ok,ok,3225.6,3250.75
qiu,1.0,ok,ok,2743.99,2692.58
qiu,2.0,ok,ok,3437.45,3397.14
qiu,3.0,ok,ok,4320.41,4502.02
qiu,4.0,ok,ok,3865.14,3840.12
qiu,5.0,ok,ok,3358.7,3456.32
qiu,6.0,ok,ok,2854.83,2784.61
qiu,7.0,ok,ok,3517.82,3542.34
qiu,8.0,ok,ok,4635.31,4581.97
qiu,9.0,ok,ok,4028.83,3827.9
rail507,0.0,ok,ok,1860.87,1394.45
rail507,1.0,ok,ok,1829.37,1187.26
rail507,2.0,ok,ok,1470.92,1011.19
rail507,3.0,ok,ok,1669.13,1437.49
rail507,4.0,ok,ok,1236.61,1939.38
rail507,5.0,ok,ok,1166.89,1010.91
rail507,6.0,ok,ok,1224.99,1119.75
rail507,7.0,ok,ok,1004.53,1014.69
rail507,8.0,ok,ok,1046.78,1035.87
rail507,9.0,ok,ok,1166.47,1485.33
ran16x16,0.0,ok,ok,1006.55,1290.28
ran16x16,1.0,ok,ok,889.74,882.24
ran16x16,2.0,ok,ok,1199.52,1113.49
ran16x16,3.0,ok,ok,966.98,1029.99
ran16x16,4.0,ok,ok,707.69,918.46
ran16x16,5.0,ok,ok,1039.77,1036.86
ran16x16,6.0,ok,ok,973.46,1272.35
ran16x16,7.0,ok,ok,1021.09,1132.83
ran16x16,8.0,ok,ok,1163.52,1244.61
ran16x16,9.0,ok,ok,869.09,998.74
reblock67,0.0,ok,ok,974.0,882.61
reblock67,1.0,ok,ok,672.78,699.83
reblock67,2.0,ok,ok,834.29,693.4
reblock67,3.0,ok,ok,840.51,886.58
reblock67,4.0,ok,ok,726.62,703.23
reblock67,5.0,ok,ok,872.24,789.16
reblock67,6.0,ok,ok,751.51,793.09
reblock67,7.0,ok,ok,1085.55,866.95
reblock67,8.0,ok,ok,778.4,782.27
reblock67,9.0,ok,ok,804.57,791.46
rmatr100-p10,0.0,ok,ok,2321.71,2337.94
rmatr100-p10,1.0,ok,ok,2371.43,2269.94
rmatr100-p10,2.0,ok,ok,1700.87,1709.75
rmatr100-p10,3.0,ok,ok,2619.04,2730.46
rmatr100-p10,4.0,ok,ok,1938.07,2003.26
rmatr100-p10,5.0,ok,ok,2146.21,2282.66
rmatr100-p10,6.0,ok,ok,2701.5,2689.41
rmatr100-p10,7.0,ok,ok,1587.95,1641.59
rmatr100-p10,8.0,ok,ok,1647.91,1601.58
rmatr100-p10,9.0,ok,ok,2011.5,1941.89
rmatr100-p5,0.0,ok,ok,4659.71,4826.05
rmatr100-p5,1.0,ok,ok,4387.73,5690.24
rmatr100-p5,2.0,ok,ok,4251.19,4146.63
rmatr100-p5,3.0,ok,ok,4472.73,4654.42
rmatr100-p5,4.0,ok,ok,4507.52,4488.18
rmatr100-p5,5.0,ok,ok,4591.04,4491.34
rmatr100-p5,6.0,ok,ok,4877.87,5376.03
rmatr100-p5,7.0,ok,ok,4781.71,4494.42
rmatr100-p5,8.0,ok,ok,4152.2,4306.98
rmatr100-p5,9.0,ok,ok,4653.59,6801.74
rmine6,0.0,ok,timelimit,585.37,601.92
rmine6,1.0,ok,timelimit,540.88,750.77
rmine6,2.0,ok,timelimit,530.34,809.55
rmine6,4.0,timelimit,timelimit,790.4,726.2
rmine6,5.0,ok,ok,549.82,602.27
rmine6,6.0,ok,timelimit,486.96,631.47
rmine6,7.0,ok,timelimit,440.04,685.18
rmine6,8.0,ok,ok,472.36,457.48
rmine6,9.0,timelimit,timelimit,660.17,782.99
rocII-4-11,2.0,ok,ok,101614.28,133420.84
rocII-4-11,4.0,ok,ok,156286.31,79148.62
rocII-4-11,5.0,ok,ok,48082.55,41031.66
rocII-4-11,6.0,ok,ok,42725.39,51373.05
rocII-4-11,7.0,ok,ok,36917.54,59683.7
rocII-4-11,8.0,ok,ok,123273.99,69698.14
rocII-4-11,9.0,ok,ok,57648.33,62332.4
rococoC10-001000,0.0,timelimit,timelimit,17256.09,12895.27
rococoC10-001000,1.0,ok,ok,6862.37,6409.0
rococoC10-001000,3.0,ok,ok,6224.94,9497.47
rococoC10-001000,4.0,ok,ok,9626.46,8367.28
rococoC10-001000,5.0,ok,ok,10575.39,11521.76
rococoC10-001000,8.0,ok,ok,7582.12,8877.2
rococoC10-001000,9.0,ok,ok,9090.04,7046.32
roll3000,0.0,ok,ok,1625.18,793.55
roll3000,6.0,ok,timelimit,4377.39,6322.01
roll3000,9.0,timelimit,timelimit,2901.06,3010.16
satellites1-25,0.0,ok,ok,104517.53,298159.77
satellites1-25,1.0,ok,ok,86712.92,131786.81
satellites1-25,2.0,ok,ok,92222.13,229877.66
satellites1-25,3.0,ok,ok,175428.5,177109.06
satellites1-25,4.0,ok,ok,121699.53,329186.18
satellites1-25,6.0,ok,ok,92359.88,249095.92
satellites1-25,7.0,ok,ok,248869.68,223694.44
satellites1-25,8.0,ok,ok,99672.75,301872.93
satellites1-25,9.0,ok,ok,183983.79,164511.72
sp98ic,0.0,timelimit,timelimit,15512.26,26734.67
sp98ic,1.0,timelimit,timelimit,22411.34,12021.15
sp98ic,3.0,timelimit,timelimit,20446.16,18948.45
sp98ic,5.0,timelimit,timelimit,25464.27,22859.1
sp98ic,6.0,timelimit,timelimit,26152.26,27974.23
sp98ic,7.0,timelimit,timelimit,18429.03,17915.8
sp98ic,9.0,timelimit,timelimit,12533.37,18674.94
sp98ir,0.0,ok,ok,553.04,580.08
sp98ir,1.0,ok,ok,460.86,507.96
sp98ir,2.0,ok,ok,630.02,731.82
sp98ir,3.0,ok,ok,491.42,439.43
sp98ir,4.0,ok,ok,523.17,500.8
sp98ir,5.0,ok,ok,506.75,542.3
sp98ir,6.0,ok,ok,498.52,598.95
sp98ir,7.0,ok,ok,533.63,538.54
sp98ir,8.0,ok,ok,501.3,542.85
sp98ir,9.0,ok,ok,521.51,531.93
tanglegram1,0.0,ok,ok,19701.16,22353.17
tanglegram1,1.0,ok,ok,26799.5,29754.02
tanglegram1,2.0,ok,ok,35941.18,31748.11
tanglegram1,3.0,ok,ok,30057.5,32569.61
tanglegram1,4.0,ok,ok,24830.03,25310.48
tanglegram1,5.0,ok,ok,33560.02,33768.07
tanglegram1,6.0,ok,ok,21417.45,23416.24
tanglegram1,7.0,ok,ok,26443.51,28395.13
tanglegram1,8.0,ok,ok,32750.03,28589.33
tanglegram1,9.0,ok,ok,31119.47,31171.58
tanglegram2,0.0,ok,ok,456.5,455.48
tanglegram2,1.0,ok,ok,492.79,516.27
tanglegram2,2.0,ok,ok,452.57,455.42
tanglegram2,3.0,ok,ok,446.97,475.89
tanglegram2,4.0,ok,ok,477.07,489.49
tanglegram2,5.0,ok,ok,459.86,505.85
tanglegram2,6.0,ok,ok,464.28,472.25
tanglegram2,7.0,ok,ok,464.78,503.99
tanglegram2,8.0,ok,ok,477.02,479.67
tanglegram2,9.0,ok,ok,480.86,484.91
timtab1,0.0,ok,ok,1900.29,2400.6
timtab1,1.0,ok,ok,1898.7,2012.43
timtab1,2.0,ok,ok,1278.3,3028.28
timtab1,3.0,ok,ok,2428.62,2386.14
timtab1,4.0,ok,ok,630.1,801.54
timtab1,7.0,ok,ok,1289.13,1526.26
timtab1,9.0,ok,ok,2048.92,797.97
triptim1,0.0,ok,timelimit,172536.07,179792.95
triptim1,1.0,ok,ok,40453.02,41135.02
triptim1,2.0,timelimit,timelimit,40901.59,45959.27
triptim1,4.0,timelimit,timelimit,29997.73,31519.04
triptim1,8.0,ok,ok,19820.38,19395.98
triptim1,9.0,ok,timelimit,94170.0,100789.14
unitcal_7,1.0,timelimit,ok,12178.59,12857.14
unitcal_7,2.0,ok,ok,5914.86,8156.59
unitcal_7,3.0,timelimit,timelimit,11668.77,12136.34
unitcal_7,4.0,ok,ok,7538.26,9361.01
unitcal_7,5.0,timelimit,timelimit,10754.25,12698.17
unitcal_7,6.0,ok,ok,10159.04,9565.87
unitcal_7,8.0,ok,ok,8618.92,8907.92
vpphard,1.0,timelimit,timelimit,360000.0,360001.0
vpphard,2.0,timelimit,timelimit,360000.0,360001.0
vpphard,3.0,timelimit,timelimit,360000.0,360000.0
vpphard,5.0,timelimit,timelimit,360000.0,360018.0
vpphard,6.0,timelimit,timelimit,360000.0,360021.0
vpphard,7.0,timelimit,timelimit,360001.0,360000.0
vpphard,8.0,timelimit,timelimit,360001.0,360000.0
zib54-UUE,0.0,ok,ok,23072.26,19445.58
zib54-UUE,2.0,ok,ok,23969.24,23895.09
zib54-UUE,4.0,ok,timelimit,39742.75,38773.34
zib54-UUE,5.0,ok,ok,21794.96,22824.15
zib54-UUE,7.0,ok,ok,21046.96,18961.67
zib54-UUE,8.0,ok,ok,23292.87,22733.11
zib54-UUE,9.0,ok,ok,22632.98,21700.84
